FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Blue,Furniture,Furnishings,2017-01-27,MICHAEL Michael Kors,"8.5,7,6.5,7.5,9",8.89E+11,,2
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Blue,Furniture,Furnishings,2016-03-09,,,17874017539,,0
FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",Blue,Furniture,Furnishings,2015-11-23,,,,,3
FUR-FU-10001424,Dax Clear Box Frame,Pink,Furniture,Furnishings,2016-03-04,,8,8.89E+11,,0
FUR-FU-10001468,Tenex Antistatic Computer Chair Mats,White,Furniture,Furnishings,2016-03-11,,,,,2
FUR-FU-10001473,DAX Wood Document Frame,Black,Furniture,Furnishings,2017-01-12,Nocona,"10.5,10,9.5,9,8,11,12",,,0
FUR-FU-10001475,"Contract Clock, 14"", Brown",Blue,Furniture,Furnishings,2015-11-16,Qianyuyu,,,499 g,0
FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",Blue,Furniture,Furnishings,2016-03-02,,,8.14E+11,,0
FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",White,Furniture,Furnishings,2016-07-28,,,,,2
FUR-FU-10001546,Dana Swing-Arm Lamps,Blue,Furniture,Furnishings,2016-03-07,,,8.86E+11,,0
FUR-FU-10001588,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",Pink,Furniture,Furnishings,2017-01-12,People Footwear,"5,6,7,9",6.94E+11,,6
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Blue,Furniture,Furnishings,2016-02-03,Greatlookz Fashion,,6.39E+11,,0
FUR-FU-10001602,"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",Blue,Furniture,Furnishings,2015-11-16,Qianyuyu,,,499 g,0
FUR-FU-10001706,Longer-Life Soft White Bulbs,Blue,Furniture,Furnishings,2016-11-15,Brianna Leigh,"5.5,10,9.5,5,7.5,9",,,0
FUR-FU-10001731,Acrylic Self-Standing Desk Frames,Black,Furniture,Furnishings,2016-01-02,,,,,5
FUR-FU-10001756,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Blue,Furniture,Furnishings,2016-03-30,,,,,4
FUR-FU-10001847,Eldon Image Series Black Desk Accessories,Blue,Furniture,Furnishings,2016-03-30,,,,,4
FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",Blue,Furniture,Furnishings,2017-01-22,Alfani,"10 M,9.5,7.5,9,11",6.08E+11,,3
FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Black,Furniture,Furnishings,2016-02-19,,,,,0
FUR-FU-10001867,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Blue,Furniture,Furnishings,2016-01-02,,,,,0
FUR-FU-10001876,"Computer Room Manger, 14""",Blue,Furniture,Furnishings,2016-11-15,Nike,,8.87E+11,,0
FUR-FU-10001889,Ultra Door Pull Handle,Blue,Furniture,Furnishings,2016-03-22,,,,,3
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Blue,Furniture,Furnishings,2016-03-11,,,,,0
FUR-FU-10001935,3M Hangers With Command Adhesive,Blue,Furniture,Furnishings,2017-01-12,,"7.5,16",8.88E+11,,5
FUR-FU-10001940,Staple-based wall hangings,Blue,Furniture,Furnishings,2017-01-24,,,8.84E+11,,0
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Black,Furniture,Furnishings,2017-01-12,,"2.5,5.5,4.5,13,11,12,3,2,1,10,1.5,6,5,4",8.06E+11,,5
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Blue,Furniture,Furnishings,2016-10-05,Liz Claiborne,,,,3
FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Black,Furniture,Furnishings,2016-03-11,,,42825616936,,4
FUR-FU-10002030,"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Black,Furniture,Furnishings,2016-02-14,,,,,0
FUR-FU-10002045,"Executive Impressions 14""",Blue,Furniture,Furnishings,2016-10-28,Pro-Motion Distributing - Direct,,6.95E+11,,0
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Blue,Furniture,Furnishings,2016-04-10,,5.5,,,0
FUR-FU-10002107,Eldon Pizzaz Desk Accessories,Blue,Furniture,Furnishings,2017-01-12,DVS,"10.5,10,9.5,11",45269070227,,2
FUR-FU-10002111,"Master Caster Door Stop, Large Brown",Pink,Furniture,Furnishings,2016-01-02,,"3X,XXL,1X",,,0
FUR-FU-10002116,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",Blue,Furniture,Furnishings,2016-01-01,,"10,8.5,7,6,9.5,6.5,7.5,9,8,11",,,0
FUR-FU-10002157,Artistic Insta-Plaque,Pink,Furniture,Furnishings,2015-11-16,Qianyuyu,,,499 g,0
FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,Blue,Furniture,Furnishings,2016-10-28,,,7.13E+11,,0
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Blue,Furniture,Furnishings,2015-11-16,Qianyuyu,,,499 g,0
FUR-FU-10002268,Ultra Door Push Plate,Blue,Furniture,Furnishings,2016-08-27,SNEED,,,599 g,4
FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Blue,Furniture,Furnishings,2017-01-27,Hi-Tec,"10 M,15 M,10.5 M,12 M,14 M,11 M,11.5 M,9 M,9.5 M",90641381163,,3
FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Blue,Furniture,Furnishings,2017-01-22,Penny Loves Kenny,7.5,7.50E+11,,2
FUR-FU-10002396,"DAX Copper Panel Document Frame, 5 x 7 Size",Black,Furniture,Furnishings,2017-01-17,G By Guess,7.5,8.88E+11,,4
FUR-FU-10002445,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Blue,Furniture,Furnishings,2016-03-30,,,,,3
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Pink,Furniture,Furnishings,2016-03-12,,,,,0
FUR-FU-10002501,Nu-Dell Executive Frame,Blue,Furniture,Furnishings,2017-01-09,,,7.37E+11,,0
FUR-FU-10002505,Eldon 100 Class Desk Accessories,Black,Furniture,Furnishings,2016-03-09,,,,,0
FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",Black,Furniture,Furnishings,2016-10-28,Toms,,8.86E+11,,0
FUR-FU-10002508,Document Clip Frames,Blue,Furniture,Furnishings,2015-08-14,Sansha,,,,0
FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",Blue,Furniture,Furnishings,2016-02-25,,,,0.15 lbs,3
FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Blue,Furniture,Furnishings,2016-05-11,,,,,0
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Pink,Furniture,Furnishings,2017-01-16,,"10,7,6,5,9,8",1.90E+11,,0
FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Blue,Furniture,Furnishings,2015-11-16,,,6.81E+11,,0
FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Blue,Furniture,Furnishings,2016-01-01,,,,,0
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Black,Furniture,Furnishings,2017-01-23,Nicole Miller,7.5,8.48E+11,,0
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Pink,Furniture,Furnishings,2015-11-16,Qianyuyu,,,499 g,3
FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",White,Furniture,Furnishings,2017-01-27,,,8.43E+11,,0
FUR-FU-10002885,Magna Visual Magnetic Picture Hangers,Blue,Furniture,Furnishings,2016-11-02,Marc Fisher,10,8.88E+11,,4
FUR-FU-10002918,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Blue,Furniture,Furnishings,2017-01-12,VANS,,1.90E+11,,0
FUR-FU-10002937,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Blue,Furniture,Furnishings,2017-01-27,Brinley Co.,"10,8.5,7,9.5,7.5,9,8,11",8.70E+11,,4
FUR-FU-10002960,"Eldon 200 Class Desk Accessories, Burgundy",Black,Furniture,Furnishings,2017-01-12,Crocs,"7,8,11",8.87E+11,,0
FUR-FU-10002963,"Master Caster Door Stop, Gray",Blue,Furniture,Furnishings,2016-10-05,PleaserUSA,,8.85E+11,,5
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Pink,Furniture,Furnishings,2017-01-22,Cole Haan,"7,7.5",7.43E+11,,0
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",Black,Furniture,Furnishings,2017-01-09,New Balance,"11,12,13",8.90E+11,,5
FUR-FU-10003142,"Master Big Foot Doorstop, Beige",Blue,Furniture,Furnishings,2016-11-06,Rockport XCS,"7.5,9",8.89E+11,,0
FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,Pink,Furniture,Furnishings,2017-01-17,,,8.87E+11,,3
FUR-FU-10003194,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Black,Furniture,Furnishings,2016-10-05,Kenneth Cole NY,"12,13,8,8.5",,,4
FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,Blue,Furniture,Furnishings,2016-11-07,MICHAEL Michael Kors,"6,6.5,7,9,8,8.5,10",8.88E+11,,0
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Pink,Furniture,Furnishings,2016-02-14,,,7.27E+11,,2
FUR-FU-10003274,Regeneration Desk Collection,Pink,Furniture,Furnishings,2016-11-07,Morris Costumes,Large,7.15E+11,,0
FUR-FU-10003347,Coloredge Poster Frame,Blue,Furniture,Furnishings,2016-04-08,,,,,1
FUR-FU-10003374,Electrix Fluorescent Magnifier Lamps & Weighted Base,Blue,Furniture,Furnishings,2016-10-27,,,6.17E+11,,7
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Blue,Furniture,Furnishings,2016-06-17,,,,,0
FUR-FU-10003424,Nu-Dell Oak Frame,Pink,Furniture,Furnishings,2016-03-12,,,,,4
FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",Blue,Furniture,Furnishings,2017-01-12,Polo Ralph Lauren,"10.5,9.5,9",8.89E+11,,5
FUR-FU-10003489,Contemporary Borderless Frame,Blue,Furniture,Furnishings,2017-01-22,American Rag,"11,9,10.5,12",6.36E+11,,0
FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Blue,Furniture,Furnishings,2016-03-21,,,,,3
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Blue,Furniture,Furnishings,2016-11-11,,,7.11E+11,,0
FUR-FU-10003577,Nu-Dell Leatherette Frames,Pink,Furniture,Furnishings,2016-02-14,,"S,L,M,XL",,,0
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Blue,Furniture,Furnishings,2017-01-12,,,7.16E+11,,3
FUR-FU-10003623,"DataProducts Ampli Magnifier Task Lamp, Black,",Blue,Furniture,Furnishings,2015-11-16,Qianyuyu,,,499 g,3
FUR-FU-10003664,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",Black,Furniture,Furnishings,2016-04-01,,,6.01E+11,,4
FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Black,Furniture,Furnishings,2017-01-09,Alegria Footwear,,6.93E+11,,3
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Pink,Furniture,Furnishings,2016-11-07,Deckers,10 M,6.43E+11,,0
FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,Blue,Furniture,Furnishings,2016-11-17,,"6.5 1C,7 1C,10 1C,6 1C,9.5 1C,8.5 1C,8 1C,5.5 1C,7.5 1C,5 1C,9 1C",,,2
FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",Pink,Furniture,Furnishings,2017-02-04,,,,,3
FUR-FU-10003773,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Pink,Furniture,Furnishings,2017-01-27,California Costumes,3XL,19519075928,,0
FUR-FU-10003798,"Ultra Door Kickplate, 8""H x 34""W",Blue,Furniture,Furnishings,2017-01-27,,,31042585002,,1
FUR-FU-10003799,"Seth Thomas 13 1/2"" Wall Clock",Blue,Furniture,Furnishings,2016-11-11,unknown,,8.84E+11,,3
FUR-FU-10003806,"Tenex Chairmat w/ Average Lip, 45"" x 53""",Blue,Furniture,Furnishings,2017-01-24,Exustar,,5.10E+11,,3
FUR-FU-10003829,Stackable Trays,Black,Furniture,Furnishings,2016-01-02,,,,,3
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Black,Furniture,Furnishings,2017-01-09,New Balance,,8.88E+11,,2
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Blue,Furniture,Furnishings,2016-06-05,,,6.48E+11,,5
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Blue,Furniture,Furnishings,2016-03-09,,"10,12,14,16,18",,,0
FUR-FU-10003919,Eldon Executive Woodline II Cherry Finish Desk Accessories,Blue,Furniture,Furnishings,2015-11-16,,,22653682358,,0
FUR-FU-10003930,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Blue,Furniture,Furnishings,2017-01-09,,,8.49E+11,,0
FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Blue,Furniture,Furnishings,2017-01-17,Vionic with Orthaheel Technology,,6.17E+11,,0
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Pink,Furniture,Furnishings,2017-01-27,Latitudes Inc.,"11 W,10 M,7 M,6 M",94763214996,,6
FUR-FU-10003981,Eldon Wave Desk Accessories,Blue,Furniture,Furnishings,2017-01-27,Dr. Scholl's,11,17138943666,,2
FUR-BO-10004360,Rush Hierlooms Collection Rich Wood Bookcases,Black,Furniture,Bookcases,2017-01-09,Hoka One One,,8.89E+11,,4
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Pink,Furniture,Bookcases,2016-03-10,,,,,5
FUR-BO-10004467,Bestar Classic Bookcase,Blue,Furniture,Bookcases,2016-03-19,,,8.45E+11,,3
FUR-BO-10004690,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,White,Furniture,Bookcases,2017-01-24,,,8.84E+11,,0
FUR-BO-10004695,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Blue,Furniture,Bookcases,2016-03-15,,"7,9,10",,,0
FUR-BO-10004709,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Blue,Furniture,Bookcases,2015-11-16,,,8.10E+11,,2
FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Pink,Furniture,Bookcases,2016-11-15,,10,8.88E+11,,0
FUR-CH-10000015,Hon Multipurpose Stacking Arm Chairs,Blue,Furniture,Chairs,2017-01-09,,"7,7.5,8.5,9,9.5",41969520161,,1
FUR-CH-10000155,Global Comet Stacking Armless Chair,Blue,Furniture,Chairs,2016-03-23,,,7.74E+11,,0
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Blue,Furniture,Chairs,2016-01-02,,"3X,XXL,S,L,M,XL",,,0
FUR-CH-10000229,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,Blue,Furniture,Chairs,2017-01-23,XOXO,"10,7,6,9.5,6.5,7.5,9,8,11",7.56E+11,,0
FUR-CH-10000309,Global Comet Stacking Arm Chair,Black,Furniture,Chairs,2015-12-02,,,,,0
FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,Black,Furniture,Chairs,2016-01-02,,"XS,S,M",,,0
FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Pink,Furniture,Chairs,2016-11-04,,"10,7,6,9,8",6.64E+11,,2
FUR-CH-10000513,High-Back Leather Manager's Chair,Blue,Furniture,Chairs,2016-05-17,,,,,3
FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",Blue,Furniture,Chairs,2017-01-27,GameDay Boots,,8.49E+11,5.0 lbs,0
FUR-CH-10000595,Safco Contoured Stacking Chairs,Pink,Furniture,Chairs,2016-03-22,,,,,0
FUR-CH-10000665,"Global Airflow Leather Mesh Back Chair, Black",Pink,Furniture,Chairs,2016-02-02,,,,,5
FUR-CH-10000749,Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,White,Furniture,Chairs,2016-08-01,,,6.58E+11,,2
FUR-CH-10000785,Global Ergonomic Managers Chair,Blue,Furniture,Chairs,2016-11-07,VALUE BRAND,,,,2
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,White,Furniture,Chairs,2016-03-11,,"6,7,8,9,10",,,6
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Blue,Furniture,Chairs,2016-02-02,,,,,4
FUR-CH-10000988,Hon Olson Stacker Stools,Black,Furniture,Chairs,2017-01-20,Dickies,,8.47E+11,,3
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Blue,Furniture,Chairs,2017-01-09,Sanuk,"10,7,9,8,11,12",7.37E+11,,3
FUR-CH-10001190,Global Deluxe High-Back Office Chair in Storm,Black,Furniture,Chairs,2016-04-23,,"10,7,6,9,8,11",8.05E+11,,5
FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Pink,Furniture,Chairs,2016-11-01,Nike,,8.85E+11,,0
FUR-CH-10001270,Harbour Creations Steel Folding Chair,Blue,Furniture,Chairs,2015-11-09,,,,,0
FUR-CH-10001394,Global Leather Executive Chair,White,Furniture,Chairs,2017-01-27,Ugg,,8.89E+11,,4
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Blue,Furniture,Chairs,2017-01-27,Splendid,9.5,8.87E+11,,0
FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,Blue,Furniture,Chairs,2016-01-02,,,,,0
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Blue,Furniture,Chairs,2016-01-02,,,,,0
FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",Pink,Furniture,Chairs,2017-01-30,TOMS,,8.86E+11,,4
FUR-CH-10001797,"Safco Chair Connectors, 6/Carton",Blue,Furniture,Chairs,2016-01-02,,,,,0
FUR-CH-10001802,Hon Every-Day Chair Series Swivel Task Chairs,White,Furniture,Chairs,2016-04-10,,,,,0
FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Pink,Furniture,Chairs,2017-01-14,VANS,,7.66E+11,,6
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Blue,Furniture,Chairs,2016-10-05,Stetson,,52356289363,,0
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Blue,Furniture,Chairs,2017-01-27,H by Hudson,"10,7,6,9,8",,,0
FUR-CH-10002017,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,Pink,Furniture,Chairs,2016-11-01,Toms,,8.41E+11,,0
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Black,Furniture,Chairs,2016-01-02,,,,,0
FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Blue,Furniture,Furnishings,2016-04-07,,10,8.87E+11,,0
FUR-FU-10004018,Tensor Computer Mounted Lamp,White,Furniture,Furnishings,2016-01-02,,,,,0
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Blue,Furniture,Furnishings,2016-10-05,Stetson,,52356311170,,0
FUR-FU-10004053,DAX Two-Tone Silver Metal Document Frame,Pink,Furniture,Furnishings,2016-03-04,,13.5,8.87E+11,,0
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Blue,Furniture,Furnishings,2016-10-05,Michael Kors,,8.88E+11,,3
FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Blue,Furniture,Furnishings,2016-11-02,,,8.88E+11,,4
FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Blue,Furniture,Furnishings,2016-03-30,,,8.88E+11,,4
FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Blue,Furniture,Furnishings,2016-01-26,,,,,4
FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",Pink,Furniture,Furnishings,2016-02-16,,,,,3
FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,Pink,Furniture,Furnishings,2016-10-05,,,7.56E+11,,2
FUR-FU-10004245,"Career Cubicle Clock, 8 1/4"", Black",Blue,Furniture,Furnishings,2017-01-14,,,7.23E+11,,1
FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Black,Furniture,Furnishings,2017-01-24,,,6.28E+11,,2
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Blue,Furniture,Furnishings,2016-01-02,,,,,2
FUR-FU-10004351,Staple-based wall hangings,Black,Furniture,Furnishings,2016-10-05,Nike,,8.88E+11,,0
FUR-FU-10004415,"Stacking Tray, Side-Loading, Legal, Smoke",Blue,Furniture,Furnishings,2016-03-04,,10.5,91203383045,,0
FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",Black,Furniture,Furnishings,2016-11-06,Warson Brands,"10 M,10.5 M,11 M,12 M,13 M,14 M,9 M,9.5 M,10,10.5,11,11.5,11.5 M,12,13,14,4.5,4.5 M,5 M,6,6 M,6.5,6.5 M,7,7 M,7.5 M,8,8 M,8.5,8.5 M,9.5",6.91E+11,,2
FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,Black,Furniture,Furnishings,2016-02-21,,,http://www.walmart.com/ip/LaCrosse-Work-Lite-DC-6-Brown-Boots-11-Regular-D/47505952,,2
FUR-FU-10004587,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",Blue,Furniture,Furnishings,2016-03-11,,,,,3
FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,Blue,Furniture,Furnishings,2016-11-07,MICHAEL Michael Kors,7.5,8.89E+11,,0
FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Pink,Furniture,Furnishings,2016-02-19,,"40.5,43,45,42,44,41,47,40,44.5,46,39,42.5",,,2
FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Pink,Furniture,Furnishings,2016-03-22,,,42825642904,,0
FUR-FU-10004666,DAX Clear Channel Poster Frame,Pink,Furniture,Furnishings,2017-01-27,Cat Footwear,,98681642152,,5
FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Blue,Furniture,Furnishings,2016-11-05,Andrew Geller,9.5,8.25E+11,,0
FUR-FU-10004712,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Black,Furniture,Furnishings,2017-01-14,M&F Western Products,"6.5,9",8.85E+11,,0
FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",Blue,Furniture,Furnishings,2016-10-05,,,8.89E+11,,0
FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Blue,Furniture,Furnishings,2017-01-24,Jessica Simpson,"5.5,7.5,8",8.87E+11,,2
FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Blue,Furniture,Furnishings,2016-04-14,,,1.55E+11,,2
FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Pink,Furniture,Furnishings,2017-01-27,Franco Sarto,"8.5,9.5,7.5,9,8,11",7.20E+11,,0
FUR-FU-10004904,"Eldon ""L"" Workstation Diamond Chairmat",Black,Furniture,Furnishings,2017-01-05,,"10,7,6,9,8,13,11,12",7.25E+11,,3
FUR-FU-10004909,Contemporary Wood/Metal Frame,Pink,Furniture,Furnishings,2016-01-01,,,,,2
FUR-FU-10004952,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Blue,Furniture,Furnishings,2016-11-15,Nike,,91208315911,,0
FUR-FU-10004960,"Seth Thomas 12"" Clock w/ Goldtone Case",Blue,Furniture,Furnishings,2016-04-01,,11.5,8.89E+11,,4
FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Black,Furniture,Furnishings,2016-03-19,,,,,3
FUR-FU-10004973,Flat Face Poster Frame,Black,Furniture,Furnishings,2015-09-21,Leg Avenue,8,7.15E+11,,0
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Black,Furniture,Tables,2016-03-21,,,,,0
FUR-TA-10000577,Bretford CR4500 Series Slim Rectangular Table,Blue,Furniture,Tables,2016-11-15,,"10.5,10,8.5,8,13",8.88E+11,,0
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Blue,Furniture,Tables,2015-11-07,,,,,0
FUR-TA-10000849,Bevis Rectangular Conference Tables,Black,Furniture,Tables,2017-01-12,,,8.89E+11,,0
FUR-TA-10001039,KI Adjustable-Height Table,Blue,Furniture,Tables,2016-01-02,,"5.5,6,5",,,5
FUR-TA-10001095,Chromcraft Round Conference Tables,Pink,Furniture,Tables,2016-10-05,r.b.l.s.,"5.5,7,8,8.5,6,6.5",7.00E+11,,3
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Pink,Furniture,Tables,2017-01-12,Vans,8,7.58E+11,,3
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Blue,Furniture,Tables,2016-05-17,XOXO,"10,6,6.5,7,8.5,9",7.56E+11,,2
FUR-TA-10001539,Chromcraft Rectangular Conference Tables,Blue,Furniture,Tables,2016-03-04,,,8.84E+11,,3
FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,Pink,Furniture,Tables,2016-11-04,Brinley Co.,"8.5,10,7,6,7.5,9,8,11",8.70E+11,,3
FUR-TA-10001691,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Black,Furniture,Tables,2016-08-23,Mizuno,"6,7",41969072233,,0
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Blue,Furniture,Tables,2016-02-09,,"Medium,Large,Small",,,0
